Observer,Date,Site,Depth_m,Count,Genus,Species,Size,Percent_bleached,Percent_VN_dead,Percent_N_dead,Orientation,Note,Habitat,Percent_mortality,SizeStandardized,Percent_healthy,Percent_impact,impact
DB,7/15/19,LTER6,10,1,Acropora,nasuta,29-Oct,20,80,0,B,NA,OR,80,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,nasuta,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,2,Acropora,nasuta,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,2,Acropora,nasuta,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,30+,0,100,0,B,NA,OR,100,30+ cm,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,29-Oct,50,40,0,B,NA,OR,40,10 - 29 cm ,10,90,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,29-Oct,10,90,0,B,NA,OR,90,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,29-Oct,20,20,60,B,NA,OR,80,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/15/19,LTER6,10,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,globiceps,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
DB,7/15/19,LTER6,17,1,Acropora,globiceps,9-May,10,40,50,B,NA,OR,90,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,globiceps,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,globiceps,29-Oct,60,20,0,B,NA,OR,20,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,globiceps,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,globiceps,29-Oct,30,0,0,B,NA,OR,0,10 - 29 cm ,70,30,0
DB,7/15/19,LTER6,17,1,Acropora,globiceps,29-Oct,60,10,30,B,NA,OR,40,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,globiceps,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,globiceps,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,9-May,80,0,0,B,NA,OR,0,5-9 cm,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,9-May,80,0,0,B,NA,OR,0,5-9 cm,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,4,Acropora,lutkeni,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,4,Acropora,lutkeni,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,4,Acropora,lutkeni,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,4,Acropora,lutkeni,9-May,100,0,0,B,NA,OR,0,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,30+,30,0,0,B,NA,OR,0,30+ cm,70,30,0
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,30+,20,60,20,B,NA,OR,80,30+ cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,30+,70,0,0,B,NA,OR,0,30+ cm,30,70,0
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,30+,40,0,0,B,NA,OR,0,30+ cm,60,40,0
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,0,0,100,S,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,30+,90,0,0,B,NA,OR,0,30+ cm,10,90,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,10,80,10,B,NA,OR,90,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,9-May,80,0,0,B,NA,OR,0,5-9 cm,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,30+,40,30,30,B,NA,OR,60,30+ cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,0,50,50,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,nasuta,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,30+,70,0,0,B,NA,OR,0,30+ cm,30,70,0
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,95,5,0,B,NA,OR,5,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,lutkeni,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,9-May,20,0,0,B,NA,OR,0,5-9 cm,80,20,0
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
DB,7/15/19,LTER6,17,1,Acropora,retusa,9-May,60,0,0,B,NA,OR,0,5-9 cm,40,60,0
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,50,0,0,B,NA,OR,0,10 - 29 cm ,50,50,0
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,20,60,20,B,NA,OR,80,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,0,90,10,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
DB,7/15/19,LTER6,17,1,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
TA,7/10/19,LTER1,10,1,Acropora,globiceps,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,30+,55,45,0,B,NA,OR,45,30+ cm,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,lutkeni,30+,95,0,0,B,NA,OR,0,30+ cm,5,95,1
TA,7/10/19,LTER1,10,1,Acropora,globiceps,29-Oct,95,5,0,B,NA,OR,5,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,globiceps,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,retusa,29-Oct,20,0,0,B,Pale,OR,0,10 - 29 cm ,80,20,0
TA,7/10/19,LTER1,10,1,Acropora,lutkeni,29-Oct,85,15,0,B,NA,OR,15,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,30+,95,5,0,B,NA,OR,5,30+ cm,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
TA,7/10/19,LTER1,10,1,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,retusa,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
TA,7/10/19,LTER1,10,1,Acropora,retusa,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,lutkeni,29-Oct,10,90,0,B,NA,OR,90,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,cerealis,29-Oct,70,20,0,B,NA,OR,20,10 - 29 cm ,10,90,1
TA,7/10/19,LTER1,10,1,Acropora,globiceps,29-Oct,0,80,20,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,sp.,9-May,95,5,0,B,NA,OR,5,5-9 cm,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,lutkeni,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,globiceps,29-Oct,25,0,0,B,pale,OR,0,10 - 29 cm ,75,25,0
TA,7/10/19,LTER1,10,1,Acropora,globiceps,9-May,25,0,0,B,pale,OR,0,5-9 cm,75,25,0
TA,7/10/19,LTER1,10,2,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,10,2,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,10,1,Acropora,lutkeni,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,lutkeni,30+,0,100,0,B,NA,OR,100,30+ cm,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,cerealis,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/10/19,LTER1,10,1,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,10,1,Acropora,lutkeni,29-Oct,20,80,0,B,NA,OR,80,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,17,1,Acropora,cerealis,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
TA,7/10/19,LTER1,17,1,Acropora,globiceps,29-Oct,90,0,0,S,NA,OR,0,10 - 29 cm ,10,90,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,20,0,0,S,Pale. Recovering?,OR,0,10 - 29 cm ,80,20,0
TA,7/10/19,LTER1,17,1,Acropora,hyacinthus,9-May,0,0,100,T,NA,OR,100,5-9 cm,0,100,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,70,10,10,B,NA,OR,20,10 - 29 cm ,10,90,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,90,0,0,S,NA,OR,0,10 - 29 cm ,10,90,1
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,17,1,Acropora,hyacinthus,29-Oct,90,0,0,B,NA,OR,0,10 - 29 cm ,10,90,1
TA,7/10/19,LTER1,17,1,Acropora,striata,30+,50,30,20,B,NA,OR,50,30+ cm,0,100,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/10/19,LTER1,17,1,Acropora,globiceps,29-Oct,0,85,15,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/10/19,LTER1,17,1,Acropora,sp.,29-Oct,100,0,0,S,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,0,S,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,0,0,0,B,Pale. Recovering?,OR,0,10 - 29 cm ,100,0,0
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,90,0,0,T,NA,OR,0,10 - 29 cm ,10,90,1
TA,7/10/19,LTER1,17,1,Acropora,striata,30+,90,5,0,B,NA,OR,5,30+ cm,5,95,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,95,0,0,S,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/10/19,LTER1,17,1,Acropora,globiceps,29-Oct,85,0,0,S,NA,OR,0,10 - 29 cm ,15,85,1
TA,7/10/19,LTER1,17,1,Acropora,globiceps,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
TA,7/10/19,LTER1,17,1,Acropora,sp.,9-May,50,0,0,B,NA,OR,0,5-9 cm,50,50,0
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
TA,7/10/19,LTER1,17,1,Acropora,lutkeni,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,40,0,0,B,NA,OR,0,10 - 29 cm ,60,40,0
TA,7/10/19,LTER1,17,1,Acropora,hyacinthus,9-May,0,0,100,T,NA,OR,100,5-9 cm,0,100,1
TA,7/10/19,LTER1,17,1,Acropora,retusa,29-Oct,50,0,0,S,NA,OR,0,10 - 29 cm ,50,50,0
TA,7/10/19,LTER1,17,2,Acropora,sp.,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
TA,7/10/19,LTER1,17,2,Acropora,sp.,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
TA,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,40,0,0,B,NA,OR,0,10 - 29 cm ,60,40,0
TA,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,70,30,0,B,NA,OR,30,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,2,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,2,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,sp.,9-May,0,0,0,S,NA,OR,0,5-9 cm,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,100,0,S,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,hyacinthus,30+,0,100,0,S,NA,OR,100,30+ cm,0,100,1
TA,7/9/19,LTER2,10,2,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,2,Acropora,globiceps,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,sp.,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,65,0,0,B,NA,OR,0,10 - 29 cm ,35,65,0
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,95,5,0,B,NA,OR,5,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,2,Acropora,retusa,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,2,Acropora,retusa,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
TA,7/9/19,LTER2,10,1,Acropora,sp.,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,70,30,0,B,NA,OR,30,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,70,30,0,S,NA,OR,30,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,2,Acropora,retusa,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,2,Acropora,retusa,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,lutkeni,29-Oct,65,35,0,B,NA,OR,35,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,hyacinthus,30+,100,0,0,B,NA,OR,0,30+ cm,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,15,85,0,B,NA,OR,85,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,hyacinthus,29-Oct,100,0,0,B,NA,OR,0,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,globiceps,29-Oct,20,80,0,B,NA,OR,80,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,globiceps,9-May,0,100,0,B,NA,OR,100,5-9 cm,0,100,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,70,0,0,B,NA,OR,0,10 - 29 cm ,30,70,0
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,80,0,0,B,NA,OR,0,10 - 29 cm ,20,80,1
TA,7/9/19,LTER2,10,1,Acropora,retusa,29-Oct,0,100,0,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,17,1,Acropora,globiceps,29-Oct,85,0,0,B,NA,OR,0,10 - 29 cm ,15,85,1
TA,7/9/19,LTER2,17,1,Acropora,sp.,9-May,0,0,0,S,NA,OR,0,5-9 cm,100,0,0
TA,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
TA,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/9/19,LTER2,17,1,Acropora,globiceps,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/9/19,LTER2,17,1,Acropora,hyacinthus,9-May,0,0,100,B,NA,OR,100,5-9 cm,0,100,1
TA,7/9/19,LTER2,17,1,Acropora,hyacinthus,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
TA,7/9/19,LTER2,17,1,Acropora,retusa,29-Oct,95,0,0,B,NA,OR,0,10 - 29 cm ,5,95,1
TA,7/9/19,LTER2,17,1,Acropora,sp.,9-May,80,15,0,B,NA,OR,15,5-9 cm,5,95,1
TA,7/9/19,LTER2,17,1,Acropora,retusa,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
